Annual_Income,Employment_Length,Debt_to_Income,Credit_Score,Loan_Amount,Loan_Term,Home_Ownership,Default
78390.26,33,28.96,659.0,15200,60,MORTGAGE,1
35645.45,1,16.37,739.0,30500,60,OWN,0
54438.7,2,18.43,614.0,45100,36,MORTGAGE,0
38645.7,29,2.12,709.0,28100,36,RENT,0
29989.43,7,18.9,724.0,12700,36,MORTGAGE,0
95138.48,6,4.74,743.0,24700,60,OWN,0
155547.79,11,13.1,709.0,11500,36,RENT,0
29753.92,18,15.98,706.0,7900,36,OWN,0
79338.96,25,8.44,699.0,27900,36,MORTGAGE,0
43246.81,27,7.53,612.0,3600,36,MORTGAGE,0
46931.17,14,8.02,686.0,48300,36,RENT,0
44524.86,13,32.21,610.0,12800,36,RENT,0
38871.03,13,19.3,600.0,48300,36,OWN,0
61344.5,2,32.66,684.0,5800,36,RENT,0
39518.53,28,15.95,632.0,34300,36,MORTGAGE,1
68543.81,5,16.17,752.0,31100,60,RENT,0
58388.89,22,15.76,754.0,17300,36,MORTGAGE,0
53131.54,27,0.0,805.0,49800,36,RENT,0
38033.33,13,25.07,593.0,13700,60,MORTGAGE,0
44874.02,13,18.93,608.0,42000,60,RENT,1
87351.51,19,20.51,721.0,27400,36,MORTGAGE,0
76915.18,12,0.0,659.0,7900,60,RENT,0
36725.34,26,19.71,624.0,30200,36,MORTGAGE,0
62922.94,34,15.61,652.0,13400,60,MORTGAGE,0
87176.8,1,21.26,674.0,17300,36,OWN,0
25985.59,40,19.24,686.0,33800,36,MORTGAGE,0
78564.88,39,15.15,585.0,48700,36,OWN,0
42988.51,23,25.63,684.0,10300,36,MORTGAGE,1
79642.2,28,30.25,666.0,8900,36,OWN,0
40878.95,2,15.92,623.0,24600,36,RENT,0
24283.66,3,5.52,721.0,20300,36,RENT,0
26535.24,1,6.17,632.0,26900,60,MORTGAGE,0
61331.11,19,24.23,653.0,31100,36,MORTGAGE,0
68176.91,14,32.96,659.0,9600,60,RENT,0
38095.13,31,1.86,739.0,27100,60,OWN,1
82396.33,0,9.82,682.0,46800,36,RENT,0
26088.24,37,16.67,650.0,1900,36,MORTGAGE,0
57928.23,34,0.0,714.0,14600,36,OWN,0
32679.13,6,19.03,546.0,26000,36,OWN,0
43221.01,12,23.63,674.0,46100,36,MORTGAGE,0
61310.07,0,24.8,681.0,28900,36,MORTGAGE,0
38940.62,13,16.0,703.0,13900,36,RENT,0
49400.82,28,16.44,681.0,33900,60,RENT,0
99026.86,2,9.79,624.0,19700,36,OWN,0
44871.32,23,2.29,581.0,49300,36,RENT,0
90930.07,0,18.12,710.0,33000,36,RENT,0
34035.06,9,24.08,634.0,26600,60,MORTGAGE,1
78034.17,12,20.16,659.0,18800,36,RENT,0
123103.94,35,31.09,642.0,18900,60,RENT,1
17399.17,8,23.45,646.0,33100,36,RENT,0
40197.19,13,26.6,658.0,2800,36,RENT,0
79900.39,35,21.68,615.0,15700,60,OWN,1
54093.93,9,38.59,707.0,24800,36,RENT,0
72082.96,39,15.1,638.0,23100,36,MORTGAGE,0
44267.56,22,26.79,735.0,3400,36,RENT,0
62523.32,34,22.48,681.0,4300,36,MORTGAGE,0
55390.39,6,27.38,664.0,32600,36,RENT,0
107354.43,34,23.34,606.0,6100,36,MORTGAGE,0
67996.43,1,19.58,700.0,25400,36,MORTGAGE,0
70884.09,14,23.78,671.0,13900,36,RENT,0
48730.55,8,25.03,674.0,35100,36,MORTGAGE,0
46919.89,16,26.34,731.0,32300,36,RENT,0
48229.25,38,34.63,709.0,41400,36,RENT,0
72927.86,17,21.94,730.0,19600,36,MORTGAGE,0
48509.15,14,9.03,545.0,13100,36,MORTGAGE,0
69209.09,17,21.65,662.0,26500,60,MORTGAGE,0
169007.84,23,15.55,611.0,18500,36,RENT,0
92555.37,22,15.28,702.0,47100,36,RENT,0
50867.94,11,16.79,573.0,23900,36,RENT,1
109164.04,22,10.97,735.0,33100,36,OWN,0
48823.27,20,0.0,744.0,18800,36,RENT,0
21610.57,25,34.75,640.0,15200,36,MORTGAGE,0
36168.97,7,15.11,677.0,32100,60,MORTGAGE,0
23496.44,29,2.86,729.0,34700,36,MORTGAGE,0
50223.75,33,21.79,771.0,47400,60,MORTGAGE,0
60428.08,1,26.16,754.0,33800,36,RENT,0
138443.65,4,18.22,714.0,16000,60,MORTGAGE,0
70506.75,30,7.11,754.0,24100,36,RENT,1
53661.43,32,5.84,620.0,11500,36,RENT,0
90644.7,3,42.82,644.0,19100,36,RENT,0
19819.71,5,5.9,695.0,39900,36,MORTGAGE,0
67360.04,22,3.71,674.0,6500,60,RENT,0
88029.97,18,16.91,711.0,26300,36,RENT,0
28586.99,7,28.22,701.0,39800,36,MORTGAGE,0
106072.39,38,36.58,728.0,12600,36,RENT,0
70915.78,12,17.87,581.0,48600,60,RENT,0
48647.52,0,17.73,700.0,19700,36,RENT,0
82157.3,5,7.16,645.0,36600,36,OWN,0
186343.39,6,30.88,705.0,30500,60,OWN,0
65573.91,26,19.3,650.0,49700,60,MORTGAGE,0
67785.95,14,19.63,651.0,37800,36,MORTGAGE,0
47587.22,33,24.33,634.0,21500,60,MORTGAGE,0
39146.95,22,23.02,699.0,11500,60,MORTGAGE,0
90686.87,23,18.6,670.0,27100,36,MORTGAGE,0
39025.01,14,33.21,649.0,4000,60,OWN,0
62055.42,34,3.96,654.0,38400,36,MORTGAGE,0
47153.87,3,22.11,695.0,39500,60,MORTGAGE,0
76076.14,36,24.07,632.0,13600,60,RENT,0
70744.57,16,15.88,753.0,3900,36,MORTGAGE,0
100586.16,30,26.16,648.0,47500,36,MORTGAGE,0
46397.08,37,26.63,643.0,23900,60,MORTGAGE,0
52316.26,9,31.1,668.0,26100,36,MORTGAGE,0
36703.16,26,18.88,684.0,2100,36,RENT,0
47947.09,5,17.83,656.0,32800,60,OWN,0
72305.12,5,25.39,662.0,12700,36,MORTGAGE,0
87421.31,14,18.03,732.0,43700,36,MORTGAGE,0
37756.67,3,4.79,547.0,18500,36,RENT,1
92485.11,39,28.62,650.0,21100,36,RENT,0
117926.75,6,1.66,642.0,8700,36,MORTGAGE,0
73623.35,25,24.02,654.0,33700,36,MORTGAGE,0
153031.32,30,45.38,758.0,37000,36,RENT,0
40664.28,1,25.33,628.0,21800,36,MORTGAGE,0
32134.09,27,13.06,653.0,30500,60,RENT,0
24603.4,12,15.49,680.0,33800,36,RENT,0
126503.11,17,23.71,646.0,2200,36,RENT,0
83048.73,29,19.79,562.0,5600,36,MORTGAGE,0
58233.01,10,27.56,542.0,5900,36,MORTGAGE,1
68870.58,12,34.5,739.0,15200,36,MORTGAGE,0
34106.92,23,33.14,681.0,28700,60,MORTGAGE,0
203389.06,28,8.44,678.0,38700,36,RENT,0
63870.35,4,20.16,654.0,12000,60,RENT,1
63240.32,34,24.93,629.0,19100,60,RENT,0
86067.17,18,35.17,685.0,48800,36,OWN,1
76153.37,12,23.59,711.0,39500,36,OWN,0
66966.11,4,13.16,627.0,6600,36,OWN,0
40326.45,13,24.35,675.0,10900,36,RENT,0
75790.95,37,38.19,632.0,17300,36,RENT,0
153431.92,21,17.48,684.0,47200,36,RENT,0
117325.81,8,12.99,655.0,39600,36,MORTGAGE,0
132799.18,39,19.68,731.0,47000,36,OWN,0
46369.27,25,13.49,665.0,32300,36,MORTGAGE,0
36504.75,4,28.27,603.0,6300,36,MORTGAGE,0
56224.42,28,13.56,665.0,35900,60,RENT,0
61565.84,21,32.93,720.0,12500,36,MORTGAGE,0
103476.08,2,24.95,621.0,38700,36,MORTGAGE,0
25687.7,27,26.97,639.0,49100,36,MORTGAGE,0
128640.27,37,26.89,665.0,15000,60,MORTGAGE,0
55325.88,13,28.52,679.0,11900,36,RENT,0
48366.34,13,16.91,655.0,6100,36,MORTGAGE,0
36096.38,10,10.22,678.0,38300,36,RENT,0
26175.3,8,15.24,618.0,26400,36,MORTGAGE,0
90362.56,37,29.26,670.0,2900,36,RENT,0
62109.79,5,2.34,660.0,35700,36,RENT,0
31414.33,0,0.0,747.0,31400,36,RENT,0
31334.05,24,22.25,673.0,21400,60,MORTGAGE,0
50620.28,15,28.44,709.0,29200,36,MORTGAGE,0
137931.27,14,29.8,779.0,1500,36,MORTGAGE,0
52585.95,33,10.49,680.0,15300,60,RENT,0
28238.13,16,8.2,644.0,43700,36,RENT,0
52951.33,2,13.14,618.0,26900,36,MORTGAGE,0
52241.8,2,16.07,606.0,46300,36,MORTGAGE,0
15545.97,36,16.65,535.0,28500,60,RENT,0
58270.58,16,21.21,714.0,43500,36,OWN,0
53344.85,37,34.06,691.0,18600,36,OWN,0
84804.44,0,19.39,665.0,3000,36,MORTGAGE,0
150915.91,6,29.38,676.0,3100,36,MORTGAGE,1
105164.65,25,26.55,631.0,47800,36,RENT,0
52342.07,38,12.9,692.0,11000,60,MORTGAGE,0
34431.84,18,26.43,629.0,16900,36,RENT,1
216789.02,29,25.74,683.0,44800,36,MORTGAGE,0
61673.48,13,19.99,615.0,36300,36,MORTGAGE,1
60292.6,12,21.74,623.0,43300,60,RENT,0
59156.25,19,19.42,716.0,31600,60,RENT,0
66107.82,25,9.08,728.0,8400,36,MORTGAGE,1
55704.7,26,43.66,607.0,3900,36,RENT,0
44943.84,24,30.56,694.0,14400,60,OWN,0
45550.21,8,25.27,628.0,22400,60,RENT,0
58901.59,40,15.95,645.0,6700,36,MORTGAGE,0
45628.49,11,19.08,725.0,37300,36,MORTGAGE,0
41922.46,9,8.28,649.0,43800,60,MORTGAGE,0
63146.65,5,24.7,656.0,6100,36,MORTGAGE,0
52707.41,33,23.36,585.0,18600,60,RENT,0
127006.87,40,17.93,668.0,41300,36,MORTGAGE,0
15907.01,18,20.3,612.0,11400,36,RENT,0
103337.27,5,17.01,704.0,4700,36,RENT,0
111640.88,1,15.06,655.0,47500,36,RENT,0
21232.85,14,12.24,710.0,36700,60,MORTGAGE,0
50445.87,16,9.79,686.0,1400,36,RENT,0
49725.82,15,12.98,676.0,36800,36,RENT,0
29621.16,27,13.75,691.0,15500,60,RENT,1
40582.48,20,30.89,672.0,36100,60,RENT,0
34362.19,7,13.81,695.0,26300,36,OWN,0
143793.74,9,0.0,680.0,2400,36,MORTGAGE,0
95591.5,9,22.92,675.0,14700,36,RENT,0
113071.72,9,26.24,642.0,38300,36,MORTGAGE,1
85891.15,8,29.69,642.0,40500,36,MORTGAGE,0
34046.21,27,21.66,724.0,3000,36,RENT,0
46061.83,23,8.6,688.0,14500,36,MORTGAGE,0
76472.56,18,12.01,598.0,26600,36,MORTGAGE,0
32498.07,32,26.0,711.0,31200,36,MORTGAGE,0
85519.46,3,34.59,683.0,20900,36,MORTGAGE,0
53094.96,2,8.57,628.0,47000,36,RENT,0
49641.85,11,22.12,756.0,47500,36,OWN,0
85432.34,17,14.45,740.0,34100,36,MORTGAGE,0
74766.98,22,11.76,712.0,44500,36,MORTGAGE,0
49986.93,19,20.35,674.0,42900,36,RENT,0
106901.69,5,18.66,699.0,41300,36,MORTGAGE,0
34873.01,33,0.0,551.0,23700,60,MORTGAGE,0
81468.18,1,22.02,714.0,48700,36,MORTGAGE,0
80543.33,29,23.28,685.0,6600,36,RENT,0
51288.75,8,27.47,679.0,48700,60,RENT,0
70478.75,26,14.27,684.0,2400,36,RENT,0
32030.48,33,4.12,634.0,13800,36,MORTGAGE,0
95036.23,39,15.79,632.0,36900,36,MORTGAGE,0
54586.89,23,27.06,673.0,26200,36,RENT,1
46103.24,16,19.24,598.0,16400,36,RENT,0
101164.64,28,28.49,695.0,47300,36,OWN,0
42101.06,35,6.99,612.0,46300,36,RENT,0
29607.1,11,28.12,704.0,5300,36,RENT,1
27492.96,30,22.49,583.0,20300,36,RENT,0
81064.87,8,16.45,674.0,35400,36,RENT,0
31564.4,18,30.7,661.0,24800,36,RENT,0
143975.31,16,22.4,749.0,20000,60,RENT,0
21142.39,1,10.16,662.0,3300,60,MORTGAGE,0
139836.36,39,29.82,646.0,9100,36,MORTGAGE,0
66536.69,4,17.58,628.0,49000,60,MORTGAGE,0
57047.72,38,20.37,741.0,16500,36,RENT,0
45594.41,15,11.37,663.0,23300,36,MORTGAGE,0
73098.86,16,19.48,664.0,16500,36,RENT,0
58758.0,26,10.54,635.0,46100,36,MORTGAGE,0
103948.51,6,18.28,620.0,39400,36,RENT,0
63393.32,7,20.31,766.0,12000,36,OWN,0
64547.13,7,26.06,675.0,5900,60,MORTGAGE,0
49920.84,22,5.93,611.0,5000,36,MORTGAGE,0
58193.4,31,30.03,707.0,37600,36,MORTGAGE,0
69835.72,17,30.34,703.0,43700,36,RENT,0
25461.32,37,18.11,590.0,25000,36,MORTGAGE,1
30512.98,11,21.29,627.0,20200,36,OWN,0
86823.45,14,23.07,700.0,35000,36,MORTGAGE,0
65214.21,27,20.83,708.0,47600,60,OWN,0
54611.97,37,26.03,630.0,36300,36,RENT,0
60428.55,30,16.13,577.0,31700,36,MORTGAGE,0
71238.65,8,12.4,686.0,19700,36,MORTGAGE,0
45712.18,7,24.28,707.0,43200,36,RENT,0
40572.58,18,4.74,659.0,22200,36,RENT,0
66033.84,7,26.19,657.0,16300,36,OWN,0
36710.34,33,27.23,740.0,45500,36,MORTGAGE,0
73432.83,3,12.18,573.0,10700,60,MORTGAGE,1
25558.06,30,34.22,689.0,1400,60,MORTGAGE,0
100165.37,37,16.49,719.0,30000,36,MORTGAGE,0
75833.75,2,15.63,636.0,8000,60,RENT,0
68051.15,34,13.46,557.0,25800,36,MORTGAGE,0
97865.12,18,24.48,718.0,40700,36,RENT,0
137686.86,28,16.09,703.0,31400,36,MORTGAGE,0
99427.6,9,5.63,751.0,25600,36,MORTGAGE,0
23850.56,11,23.42,623.0,8400,60,OWN,0
31577.86,29,17.09,666.0,8500,36,MORTGAGE,0
43808.83,29,30.86,580.0,31500,60,RENT,0
60660.35,17,23.09,706.0,22000,60,RENT,0
77561.74,23,22.66,599.0,6800,36,RENT,0
41652.98,31,30.15,661.0,20100,36,MORTGAGE,1
65734.78,8,21.6,620.0,13100,36,OWN,0
41040.25,23,27.82,679.0,6300,36,MORTGAGE,0
44101.15,25,13.5,654.0,11600,36,MORTGAGE,0
29633.76,2,36.46,645.0,19200,36,OWN,0
37736.51,22,22.75,658.0,38500,60,MORTGAGE,0
30459.64,10,7.98,658.0,18000,60,RENT,0
36756.24,9,21.38,731.0,3800,36,MORTGAGE,0
101399.24,35,21.87,704.0,39600,36,RENT,0
37246.03,12,21.25,626.0,14500,36,RENT,0
223282.05,28,0.0,666.0,32900,60,MORTGAGE,0
76623.49,37,14.52,726.0,18500,36,MORTGAGE,0
65671.35,12,6.17,618.0,17400,60,MORTGAGE,0
38980.67,25,6.32,662.0,6700,60,OWN,0
84978.62,19,21.66,593.0,47500,36,MORTGAGE,0
44899.46,4,14.39,658.0,21300,60,RENT,1
63640.47,19,16.36,616.0,42100,36,RENT,0
215354.82,13,11.05,663.0,48400,36,RENT,0
57066.36,13,33.79,678.0,7200,36,MORTGAGE,0
106365.51,7,20.4,712.0,10500,36,OWN,0
42125.64,12,4.77,627.0,40900,36,RENT,0
58835.8,23,26.44,726.0,19600,60,MORTGAGE,0
145132.2,14,16.57,628.0,47500,36,MORTGAGE,0
43761.8,0,31.94,703.0,10000,36,RENT,0
148186.11,21,19.92,667.0,28300,60,OWN,0
85295.41,33,13.04,725.0,12500,60,RENT,0
45196.12,39,14.58,643.0,45200,36,MORTGAGE,0
82141.93,2,15.98,642.0,34700,36,MORTGAGE,0
97370.37,25,24.9,710.0,7300,36,MORTGAGE,0
81707.82,13,12.15,698.0,29700,36,MORTGAGE,0
27306.71,40,32.44,627.0,35900,36,MORTGAGE,0
41623.97,7,23.69,690.0,3500,36,MORTGAGE,0
52904.34,15,22.24,661.0,11700,36,MORTGAGE,0
57686.78,20,20.73,677.0,27900,60,RENT,0
81661.35,9,19.8,693.0,2300,60,RENT,0
65437.48,24,7.3,601.0,24500,60,MORTGAGE,0
30709.52,37,22.93,657.0,27300,60,RENT,0
72409.94,21,39.26,601.0,24600,36,MORTGAGE,0
81250.55,3,26.92,624.0,44900,36,RENT,0
79212.96,3,24.38,670.0,2200,36,RENT,0
102784.55,29,4.65,730.0,42700,36,MORTGAGE,0
90849.64,1,30.86,667.0,49100,36,MORTGAGE,0
75326.71,28,28.03,657.0,4300,36,MORTGAGE,0
57810.01,35,31.67,647.0,45200,36,MORTGAGE,0
26095.54,20,10.96,673.0,5700,60,RENT,0
74221.5,20,16.0,618.0,42600,36,MORTGAGE,0
66426.0,20,5.14,602.0,25000,36,RENT,0
68582.28,3,4.3,740.0,11500,60,RENT,0
31622.55,0,14.23,678.0,21700,36,RENT,0
34873.12,25,24.68,624.0,18600,60,RENT,0
101374.46,1,15.84,648.0,3400,60,RENT,0
58701.61,8,13.31,642.0,15700,36,RENT,0
84183.17,17,23.39,612.0,3900,36,RENT,0
60727.94,40,0.0,655.0,11600,60,RENT,0
60771.61,10,14.58,671.0,3500,60,MORTGAGE,0
95716.11,24,23.38,747.0,41200,60,MORTGAGE,0
46257.44,25,15.97,670.0,27600,36,OWN,0
62821.99,35,32.99,708.0,4400,60,OWN,0
47517.93,34,13.39,651.0,21600,36,OWN,0
48182.53,37,14.08,643.0,39400,60,MORTGAGE,0
51298.35,2,10.14,667.0,24400,36,RENT,0
66907.54,40,12.42,715.0,35200,60,MORTGAGE,0
47128.15,34,22.77,635.0,34600,36,MORTGAGE,0
112182.03,39,28.08,694.0,14600,36,MORTGAGE,0
38280.52,21,41.55,671.0,47200,36,MORTGAGE,0
54533.16,7,25.77,667.0,5600,36,MORTGAGE,0
48056.59,14,8.22,709.0,38100,36,MORTGAGE,0
123437.34,6,32.42,687.0,20600,36,RENT,0
66057.27,18,24.87,665.0,21900,36,RENT,0
100300.13,39,20.29,678.0,43300,36,MORTGAGE,0
28487.48,16,30.67,549.0,12600,36,MORTGAGE,0
68427.16,0,43.68,665.0,2400,60,MORTGAGE,1
93415.76,28,18.11,626.0,8200,36,MORTGAGE,0
62388.86,12,11.67,660.0,15600,36,OWN,0
102001.23,28,33.27,679.0,20100,36,OWN,0
46228.69,40,46.56,688.0,31300,60,MORTGAGE,1
121136.55,5,21.45,785.0,37300,36,MORTGAGE,0
188989.94,4,20.31,760.0,30900,36,MORTGAGE,0
49940.16,33,21.72,666.0,41300,60,RENT,0
47918.11,10,24.49,693.0,11100,36,RENT,0
123833.38,8,5.92,665.0,24200,36,MORTGAGE,0
131898.25,37,23.06,695.0,24700,36,OWN,0
46100.08,39,22.73,675.0,42400,60,MORTGAGE,1
48528.5,40,22.16,617.0,22900,36,RENT,0
52005.65,8,21.67,644.0,13800,36,RENT,0
30570.01,7,20.96,572.0,31500,60,RENT,0
37823.05,39,0.0,652.0,34700,36,RENT,0
36240.39,2,12.79,658.0,32600,60,RENT,0
40786.29,12,28.56,659.0,16100,60,RENT,0
58844.73,18,30.9,620.0,10800,36,MORTGAGE,0
67312.91,33,15.77,668.0,28100,36,RENT,0
129994.87,31,10.43,694.0,39500,36,OWN,0
36345.4,15,27.17,683.0,30800,36,MORTGAGE,0
97944.98,35,22.73,693.0,48900,36,RENT,1
53798.75,17,18.78,652.0,24100,60,MORTGAGE,0
58411.5,13,28.62,662.0,33900,36,OWN,1
83902.42,29,8.21,690.0,24700,36,OWN,0
34154.14,1,31.61,638.0,8000,60,MORTGAGE,0
72490.07,12,4.98,631.0,17800,36,OWN,0
65070.47,26,11.75,653.0,18600,36,MORTGAGE,0
76590.29,16,9.59,694.0,29800,36,RENT,0
69188.11,30,14.18,709.0,35600,36,MORTGAGE,0
204362.38,14,23.06,741.0,49800,60,MORTGAGE,0
43526.71,19,26.78,621.0,40500,36,MORTGAGE,1
45912.91,4,19.18,761.0,29200,60,MORTGAGE,1
43845.6,6,7.22,628.0,33700,36,RENT,0
45354.35,17,0.0,653.0,10600,60,RENT,0
43534.39,10,28.46,723.0,2700,36,MORTGAGE,0
108500.31,31,27.23,599.0,35900,36,RENT,0
121814.19,26,30.71,691.0,20500,36,RENT,1
45009.41,25,18.68,650.0,2400,36,RENT,0
39490.77,36,26.68,592.0,2300,60,RENT,0
75788.95,27,13.6,606.0,26300,60,MORTGAGE,0
45428.21,1,24.81,721.0,40000,60,RENT,0
82163.46,19,15.2,702.0,8500,36,MORTGAGE,0
66267.94,3,11.86,719.0,44700,60,RENT,0
28060.77,12,22.32,603.0,4100,60,OWN,0
129800.33,23,21.8,700.0,25400,60,RENT,0
146963.4,37,29.12,801.0,36600,36,RENT,0
44073.13,39,7.15,652.0,18100,60,MORTGAGE,0
49323.17,28,29.27,669.0,32000,36,MORTGAGE,0
69073.93,35,21.3,673.0,17800,60,MORTGAGE,0
70772.68,1,30.68,668.0,8800,60,MORTGAGE,0
83222.43,40,30.58,638.0,9700,60,RENT,0
163587.33,17,0.0,692.0,36600,60,MORTGAGE,0
54804.43,7,30.49,750.0,3900,36,RENT,0
40169.02,14,30.93,659.0,3700,60,RENT,0
30041.66,40,7.42,717.0,40900,36,MORTGAGE,0
41545.1,16,4.38,806.0,21600,36,RENT,1
58890.59,22,27.75,629.0,33100,36,RENT,1
146866.45,1,21.14,715.0,28800,60,MORTGAGE,0
46221.22,5,13.58,607.0,17800,60,RENT,0
66962.9,28,34.39,665.0,38200,60,MORTGAGE,0
59384.5,26,23.03,795.0,23200,36,RENT,0
108466.5,36,0.0,714.0,29600,36,OWN,0
211814.51,33,9.82,711.0,35900,36,MORTGAGE,0
45915.85,17,30.42,606.0,29700,36,MORTGAGE,0
46876.9,9,20.36,635.0,22300,36,MORTGAGE,1
100919.7,37,12.8,639.0,49400,60,MORTGAGE,0
84199.62,16,24.52,625.0,8300,60,RENT,0
150746.31,12,13.92,730.0,30800,36,MORTGAGE,0
80174.76,26,7.53,710.0,48300,60,MORTGAGE,0
50028.79,1,30.17,658.0,18700,36,MORTGAGE,0
80444.87,33,31.68,649.0,1600,36,MORTGAGE,0
104229.64,30,24.81,717.0,18500,36,RENT,0
90241.18,22,4.65,762.0,42400,60,RENT,0
77160.04,6,38.5,725.0,6000,36,RENT,1
102062.16,37,38.16,686.0,27600,36,MORTGAGE,0
107435.7,32,32.73,728.0,36200,60,RENT,0
119500.94,11,23.04,732.0,1800,36,MORTGAGE,1
82814.21,11,20.91,684.0,12200,60,MORTGAGE,0
55074.44,18,24.37,676.0,5100,60,MORTGAGE,0
64431.43,8,8.58,645.0,27000,36,RENT,1
109453.43,9,14.55,723.0,13600,36,RENT,0
39796.42,16,14.14,653.0,36900,36,RENT,0
71993.9,39,26.07,625.0,29600,60,OWN,0
49184.34,38,22.47,619.0,6000,36,RENT,0
60740.89,40,10.42,668.0,15600,36,OWN,0
113462.3,9,4.07,636.0,39700,60,RENT,0
65877.32,11,23.56,808.0,23600,36,OWN,0
61280.58,14,9.37,695.0,40100,36,RENT,0
30335.44,30,7.45,632.0,26600,36,RENT,0
86953.33,14,40.96,687.0,35700,36,RENT,0
82680.75,27,43.1,713.0,42200,36,RENT,0
176597.31,3,15.51,703.0,32600,60,MORTGAGE,0
51334.12,35,1.77,619.0,31000,60,MORTGAGE,0
66807.8,0,32.11,667.0,2500,36,RENT,1
67825.39,33,23.36,661.0,27000,36,RENT,1
131758.59,16,27.7,663.0,42700,60,OWN,0
57088.17,38,13.65,628.0,49700,36,RENT,0
68837.97,37,9.62,717.0,43900,36,RENT,0
81141.37,32,17.61,700.0,13600,36,MORTGAGE,0
65729.6,20,21.74,695.0,1400,36,MORTGAGE,1
47895.8,25,12.69,573.0,43500,60,RENT,0
65975.91,35,32.97,652.0,37700,36,RENT,1
102417.81,4,2.63,743.0,4500,36,OWN,0
35837.22,32,24.09,679.0,16300,36,MORTGAGE,1
63990.18,0,21.26,613.0,25700,36,MORTGAGE,0
42190.05,5,32.19,746.0,41100,60,RENT,0
108827.93,36,10.41,561.0,31400,60,MORTGAGE,0
27956.54,1,27.06,661.0,49500,36,MORTGAGE,1
45276.3,4,24.77,750.0,39600,36,MORTGAGE,0
72301.92,25,22.44,595.0,13000,60,MORTGAGE,1
130975.04,40,11.13,662.0,20800,60,OWN,0
57937.78,12,12.27,599.0,43900,36,RENT,0
45360.65,11,17.04,735.0,19200,60,RENT,0
153365.39,4,14.97,648.0,29000,36,MORTGAGE,0
29027.33,1,32.6,705.0,12500,60,MORTGAGE,0
19942.27,3,21.36,717.0,39900,36,OWN,0
74608.31,26,27.95,610.0,21900,60,MORTGAGE,0
46582.16,9,5.49,590.0,24800,36,RENT,0
35932.0,12,1.58,684.0,49700,36,RENT,0
85321.2,1,18.22,716.0,14300,36,RENT,1
67636.32,25,7.22,669.0,17800,36,MORTGAGE,0
45159.71,14,20.4,666.0,38200,36,MORTGAGE,0
31566.38,9,11.57,731.0,24700,36,MORTGAGE,0
92617.06,21,23.06,667.0,47800,60,MORTGAGE,0
82875.98,39,12.17,745.0,39800,60,RENT,0
56977.52,24,25.61,640.0,13400,60,RENT,0
150741.01,14,11.19,808.0,37900,60,RENT,0
35064.96,12,1.36,615.0,9900,36,MORTGAGE,0
27923.88,7,28.53,714.0,16900,60,RENT,0
42363.65,20,12.31,615.0,44000,60,MORTGAGE,0
58524.87,20,33.73,709.0,24600,36,MORTGAGE,0
67620.72,21,13.58,672.0,33800,36,RENT,0
53070.79,32,11.77,681.0,1700,36,OWN,0
71398.18,26,17.16,707.0,25500,60,MORTGAGE,0
32023.66,39,14.4,670.0,7800,36,MORTGAGE,0
123239.18,21,21.26,692.0,30000,36,MORTGAGE,0
57464.6,29,24.03,576.0,8000,36,MORTGAGE,0
104678.38,8,25.54,750.0,26200,36,MORTGAGE,0
71065.88,34,19.14,750.0,45500,60,MORTGAGE,0
75235.36,17,4.99,669.0,41500,60,OWN,0
79609.1,4,37.23,704.0,18100,36,RENT,0
74895.89,26,16.31,743.0,39300,36,RENT,0
82566.67,5,15.79,706.0,44500,36,MORTGAGE,0
116375.38,31,19.11,657.0,49600,36,RENT,0
66056.16,7,17.39,612.0,19500,36,OWN,0
85348.82,38,2.51,709.0,40100,60,MORTGAGE,0
57247.09,20,25.75,676.0,30200,36,MORTGAGE,0
123014.63,17,11.8,684.0,31200,36,OWN,0
42693.58,13,16.76,625.0,48900,36,RENT,0
147335.89,14,37.59,671.0,18800,36,RENT,0
58683.92,25,29.44,686.0,31100,36,OWN,0
29278.61,31,36.12,641.0,34400,60,MORTGAGE,0
63834.7,38,13.23,673.0,19300,36,OWN,0
42594.23,27,27.3,662.0,31300,60,OWN,0
91155.47,38,24.03,711.0,6100,60,RENT,0
43203.98,31,19.45,592.0,28900,60,MORTGAGE,0
47901.8,12,12.49,648.0,16300,36,MORTGAGE,0
23277.2,14,30.85,596.0,32000,36,RENT,0
47755.37,17,14.86,673.0,6700,36,MORTGAGE,1
17819.71,38,21.36,605.0,16600,36,RENT,1
27120.59,5,29.13,701.0,33000,36,MORTGAGE,0
87571.19,10,10.23,657.0,37700,36,RENT,0
88689.79,31,9.11,649.0,37100,36,MORTGAGE,0
74067.25,39,45.16,633.0,39800,60,OWN,0
36920.12,19,11.4,673.0,34000,36,MORTGAGE,0
58462.71,32,36.17,606.0,40600,36,MORTGAGE,0
59766.39,39,19.47,665.0,27400,36,RENT,0
33550.86,7,15.74,653.0,30300,36,MORTGAGE,1
126969.12,34,16.73,659.0,22600,36,MORTGAGE,0
92844.48,4,19.38,690.0,30600,36,RENT,0
53611.45,34,33.38,645.0,23700,36,RENT,1
60684.46,13,27.56,684.0,10400,60,RENT,0
66449.09,20,17.88,645.0,40200,60,RENT,0
21571.59,23,1.34,612.0,4900,60,MORTGAGE,0
52913.37,16,20.21,680.0,12600,60,MORTGAGE,0
42574.38,17,21.33,704.0,20200,60,MORTGAGE,0
36286.1,33,32.59,803.0,18900,36,RENT,0
